"AS9293 NTT Com Asia Limited",2001:2e0:2000::,2001:2e0:3fff:ffff:ffff:ffff:ffff:ffff,35
"AS9293 NTT Com Asia Limited",2001:2e0:4000::,2001:2e0:7fff:ffff:ffff:ffff:ffff:ffff,34
"AS9293 NTT Com Asia Limited",2001:2e0:8000::,2001:2e0:ffff:ffff:ffff:ffff:ffff:ffff,33
"AS10013 FreeBit Co.,Ltd.",2001:2e8::,2001:2e8:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7514 Computer Engineering & Consulting, Ltd.",2001:2f0::,2001:2f0:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS2907 Research Organization of Information and Systems, National Institute of Informatics",2001:2f8::,2001:2f8:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7668 Hokuriku Telecommunication Network Co.",2001:308::,2001:308:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS4694 Yahoo Japan Corporation",2001:310::,2001:310:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7522 STNet, Incorporated",2001:318::,2001:318:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS1237 KISTI",2001:320::,2001:320:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS6619 SamsungSDS Inc.",2001:330::,2001:330:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS4675 UNIADEX, LTD.",2001:338::,2001:338:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS4678 Canon IT Solutions Inc.",2001:340::,2001:340:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7679 Kyushu Telecommunication Network Co.,Inc.",2001:348::,2001:348:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7671 NTT SmartConnect Corporation",2001:350::,2001:350:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS4680 Mitsubishi Electric Information Network Corporation",2001:358::,2001:358:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS1221 Telstra Pty Ltd",2001:360::,2001:360:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS9607 BroadBand Tower, Inc.",2001:370::,2001:370:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS9318 SK Broadband Co Ltd",2001:378::,2001:378:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS4713 NTT Communications Corporation",2001:380::,2001:380:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7575 Australian Academic and Reasearch Network (AARNet)",2001:388::,2001:388:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7682 HOKKAIDO TELECOMMUNICATIONS NETWORK Co., Inc.",2001:398::,2001:398:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7521 INTERNET MULTIFEED CO.",2001:3a0::,2001:3a0:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS9848 Sejong Telecom",2001:3a8::,2001:3a8:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS17529 COMMUNITY NETWORK CENTER INC.",2001:3b0::,2001:3b0:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS2527 So-net Entertainment Corporation",2001:3b8::,2001:3b8:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7516 Tohoku Intelligent Telecommunication Co., Inc.",2001:3c0::,2001:3c0:1fff:ffff:ffff:ffff:ffff:ffff,35
"AS4621 UNINET-",2001:3c8::,2001:3c8:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS9595 NTT-ME Corporation",2001:3d8::,2001:3d8:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS10013 FreeBit Co.,Ltd.",2001:3e0::,2001:3e0:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS293 ESnet",2001:400::,2001:400:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS14793 API Digital Communications Group, LLC",2001:408::,2001:408:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS26677 ORANO",2001:410::,2001:410:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS2914 NTT America, Inc.",2001:418::,2001:418:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS109 Cisco Systems, Inc.",2001:420::,2001:420:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS209 Qwest Communications Company, LLC",2001:428::,2001:428:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS7332 IQuest Internet",2001:430::,2001:430:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS6461 Zayo Bandwidth Inc",2001:438::,2001:438:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS1879 Svensk Teleutveckling & Produktinnovation, STUPI AB",2001:440:1879::,2001:440:1879:ffff:ffff:ffff:ffff:ffff,48
"AS1880 Svensk Teleutveckling & Produktinnovation, STUPI AB",2001:440:1880::,2001:440:1880:ffff:ffff:ffff:ffff:ffff,48
"AS278 Universidad Nacional Autonoma de Mexico",2001:448::,2001:448:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS3549 Level 3 Communications, Inc.",2001:450::,2001:450:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS8002 Stealth Communications",2001:458::,2001:458:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS3561 Savvis",2001:460::,2001:460:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS11537 Internet2",2001:468::,2001:468:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS6939 Hurricane Electric, Inc.",2001:470::,2001:470:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS3491 Beyond The Network America, Inc.",2001:478:124::,2001:478:124:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:478:9200::,2001:478:9200:ffff:ffff:ffff:ffff:ffff,48
"AS668 DoD Network Information Center",2001:480::,2001:480:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS1248 HERE Global BV",2001:490::,2001:490:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS8134 Baraga Telephone Company",2001:4a0::,2001:4a0:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS1668 AOL Transit Data Network",2001:4b0::,2001:4b0:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS14654 Wayport, Inc.",2001:4b8::,2001:4b8:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS855 Bell Aliant Regional Communications, Inc.",2001:4c0::,2001:4c0:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS15290 Allstream Corp.",2001:4c8::,2001:4c8:7fff:ffff:ffff:ffff:ffff:ffff,33
"AS297 National Aeronautics and Space Administration",2001:4d0::,2001:4d0:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS2381 WiscNet",2001:4e0::,2001:4e0:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS6327 Shaw Communications Inc.",2001:4e8::,2001:4e8:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS1280 Internet Systems Consortium, Inc.",2001:4f8::,2001:4f8:ffff:ffff:ffff:ffff:ffff:ffff,32
"AS1508 Headquarters, USAISC",2001:500:1::,2001:500:1:ffff:ffff:ffff:ffff:ffff,48
"AS2149 Cogent Communications",2001:500:2::,2001:500:2:ffff:ffff:ffff:ffff:ffff,48
"AS20144 ICANN",2001:500:3::,2001:500:3:ffff:ffff:ffff:ffff:ffff,48
"AS10745 ARIN Operations",2001:500:4::,2001:500:4:ffff:ffff:ffff:ffff:ffff,48
"AS12287 Afilias Canada, Corp.",2001:500:6::,2001:500:6:ffff:ffff:ffff:ffff:ffff,48
"AS40490 Afilias Ltd",2001:500:7::,2001:500:7:ffff:ffff:ffff:ffff:ffff,48
"AS13901 Afilias Canada, Corp.",2001:500:a::,2001:500:a:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:b::,2001:500:b:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:c::,2001:500:c:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:d::,2001:500:d:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:e::,2001:500:e:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:f::,2001:500:f:ffff:ffff:ffff:ffff:ffff,48
"AS36810 Gauss Research Laboratory, Inc.",2001:500:10::,2001:500:10:ffff:ffff:ffff:ffff:ffff,48
"AS5927 DoD Network Information Center",2001:500:12::,2001:500:12:ffff:ffff:ffff:ffff:ffff,48
"AS53535 ARIN Operations",2001:500:13::,2001:500:13:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:14::,2001:500:14:ffff:ffff:ffff:ffff:ffff,48
"AS715 WoodyNet",2001:500:15::,2001:500:15:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:16::,2001:500:16:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:17::,2001:500:17:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:18::,2001:500:18:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:19::,2001:500:19:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:1a::,2001:500:1a:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:1b::,2001:500:1b:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:1c::,2001:500:1c:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:1d::,2001:500:1d:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:1e::,2001:500:1e:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:1f::,2001:500:1f:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:20::,2001:500:20:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:21::,2001:500:21:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:22::,2001:500:22:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:23::,2001:500:23:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:24::,2001:500:24:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:25::,2001:500:25:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:26::,2001:500:26:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:27::,2001:500:27:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:28::,2001:500:28:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:29::,2001:500:29:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:2c::,2001:500:2c:ffff:ffff:ffff:ffff:ffff,48
"AS27 University of Maryland",2001:500:2d::,2001:500:2d:ffff:ffff:ffff:ffff:ffff,48
"AS3557 Internet Systems Consortium, Inc.",2001:500:2e::,2001:500:2e:ffff:ffff:ffff:ffff:ffff,48
"AS3557 Internet Systems Consortium, Inc.",2001:500:2f::,2001:500:2f:ffff:ffff:ffff:ffff:ffff,48
"AS22773 Cox Communications Inc.",2001:500:30::,2001:500:30:ffff:ffff:ffff:ffff:ffff,48
"AS393220 ARIN Operations",2001:500:31::,2001:500:31:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:40::,2001:500:40:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:41::,2001:500:41:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:42::,2001:500:42:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:43::,2001:500:43:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:44::,2001:500:44:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:45::,2001:500:45:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:46::,2001:500:46:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:47::,2001:500:47:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:48::,2001:500:48:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:49::,2001:500:49:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:4a::,2001:500:4a:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:4b::,2001:500:4b:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:4c::,2001:500:4c:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:4d::,2001:500:4d:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:4e::,2001:500:4e:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:4f::,2001:500:4f:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:50::,2001:500:50:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:51::,2001:500:51:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:52::,2001:500:52:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:53::,2001:500:53:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:54::,2001:500:54:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:55::,2001:500:55:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:56::,2001:500:56:ffff:ffff:ffff:ffff:ffff,48
"AS30132 Internet Systems Consortium, Inc.",2001:500:60::,2001:500:60:ffff:ffff:ffff:ffff:ffff,48
"AS33080 Internet Systems Consortium, Inc.",2001:500:61::,2001:500:61:ffff:ffff:ffff:ffff:ffff,48
"AS33072 Internet Systems Consortium, Inc.",2001:500:62::,2001:500:62:ffff:ffff:ffff:ffff:ffff,48
"AS33082 Internet Systems Consortium, Inc.",2001:500:66::,2001:500:66:ffff:ffff:ffff:ffff:ffff,48
"AS30122 Internet Systems Consortium, Inc.",2001:500:67::,2001:500:67:ffff:ffff:ffff:ffff:ffff,48
"AS27322 Internet Systems Consortium, Inc.",2001:500:68::,2001:500:68:ffff:ffff:ffff:ffff:ffff,48
"AS27318 Internet Systems Consortium, Inc.",2001:500:69::,2001:500:69:ffff:ffff:ffff:ffff:ffff,48
"AS33073 Internet Systems Consortium, Inc.",2001:500:6a::,2001:500:6a:ffff:ffff:ffff:ffff:ffff,48
"AS30129 Internet Systems Consortium, Inc.",2001:500:6c::,2001:500:6c:ffff:ffff:ffff:ffff:ffff,48
"AS30128 Internet Systems Consortium, Inc.",2001:500:6f::,2001:500:6f:ffff:ffff:ffff:ffff:ffff,48
"AS33071 Internet Systems Consortium, Inc.",2001:500:71::,2001:500:71:ffff:ffff:ffff:ffff:ffff,48
"AS33079 Internet Systems Consortium, Inc.",2001:500:72::,2001:500:72:ffff:ffff:ffff:ffff:ffff,48
"AS30134 Internet Systems Consortium, Inc.",2001:500:73::,2001:500:73:ffff:ffff:ffff:ffff:ffff,48
"AS30124 Internet Systems Consortium, Inc.",2001:500:77::,2001:500:77:ffff:ffff:ffff:ffff:ffff,48
"AS33077 Internet Systems Consortium, Inc.",2001:500:7a::,2001:500:7a:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:7d::,2001:500:7d:ffff:ffff:ffff:ffff:ffff,48
"AS27299 Canadian Internet Registration Authority",2001:500:80::,2001:500:80:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:83::,2001:500:83:ffff:ffff:ffff:ffff:ffff,48
"AS394353 B.Root-Server-OPS",2001:500:84::,2001:500:84:ffff:ffff:ffff:ffff:ffff,48
"AS53459 Internet Systems Consortium, Inc.",2001:500:85::,2001:500:85:ffff:ffff:ffff:ffff:ffff,48
"AS26710 ICANN",2001:500:86::,2001:500:86:ffff:ffff:ffff:ffff:ffff,48
"AS26710 ICANN",2001:500:87::,2001:500:87:ffff:ffff:ffff:ffff:ffff,48
"AS16876 ICANN",2001:500:88::,2001:500:88:ffff:ffff:ffff:ffff:ffff,48
"AS26710 ICANN",2001:500:89::,2001:500:89:ffff:ffff:ffff:ffff:ffff,48
"AS1280 Internet Systems Consortium, Inc.",2001:500:8d::,2001:500:8d:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:8e::,2001:500:8e:ffff:ffff:ffff:ffff:ffff,48
"AS26710 ICANN",2001:500:8f::,2001:500:8f:ffff:ffff:ffff:ffff:ffff,48
"AS33517 Dynamic Network Services, Inc.",2001:500:90::,2001:500:90:ffff:ffff:ffff:ffff:ffff,48
"AS15135 EveryDNS, LLC",2001:500:91::,2001:500:91:ffff:ffff:ffff:ffff:ffff,48
"AS15135 EveryDNS, LLC",2001:500:92::,2001:500:92:ffff:ffff:ffff:ffff:ffff,48
"AS15135 EveryDNS, LLC",2001:500:93::,2001:500:93:ffff:ffff:ffff:ffff:ffff,48
"AS33517 Dynamic Network Services, Inc.",2001:500:94::,2001:500:94:ffff:ffff:ffff:ffff:ffff,48
"AS15135 EveryDNS, LLC",2001:500:95::,2001:500:95:ffff:ffff:ffff:ffff:ffff,48
"AS15135 EveryDNS, LLC",2001:500:96::,2001:500:96:ffff:ffff:ffff:ffff:ffff,48
"AS15135 EveryDNS, LLC",2001:500:97::,2001:500:97:ffff:ffff:ffff:ffff:ffff,48
"AS53535 ARIN Operations",2001:500:98::,2001:500:98:ffff:ffff:ffff:ffff:ffff,48
"AS25572 Internet Systems Consortium Inc.",2001:500:99::,2001:500:99:ffff:ffff:ffff:ffff:ffff,48
"AS27319 Internet Systems Consortium, Inc.",2001:500:9a::,2001:500:9a:ffff:ffff:ffff:ffff:ffff,48
"AS20144 ICANN",2001:500:9d::,2001:500:9d:ffff:ffff:ffff:ffff:ffff,48
"AS20144 ICANN",2001:500:9e::,2001:500:9e:ffff:ffff:ffff:ffff:ffff,48
"AS20144 ICANN",2001:500:9f::,2001:500:9f:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:a0::,2001:500:a0:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:a1::,2001:500:a1:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:a2::,2001:500:a2:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:a3::,2001:500:a3:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:a4::,2001:500:a4:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:a5::,2001:500:a5:ffff:ffff:ffff:ffff:ffff,48
"AS393246 Afilias Canada, Corp.",2001:500:a6::,2001:500:a6:ffff:ffff:ffff:ffff:ffff,48
"AS55195 CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements In",2001:500:a7::,2001:500:a7:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:a8::,2001:500:a8:ffff:ffff:ffff:ffff:ffff,48
"AS394018 ARIN Operations",2001:500:a9::,2001:500:a9:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:c0::,2001:500:c0:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:c1::,2001:500:c1:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:d0::,2001:500:d0:ffff:ffff:ffff:ffff:ffff,48
"AS12041 Afilias Canada, Corp.",2001:500:d1::,2001:500:d1:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:e0::,2001:500:e0:ffff:ffff:ffff:ffff:ffff,48
"AS42 Packet Clearing House",2001:500:e1::,2001:500:e1:ffff:ffff:ffff:ffff:ffff,48
"AS53535 ARIN Operations",2001:500:f0::,2001:500:f0:ffff:ffff:ffff:ffff:ffff,48
"AS198260 Afilias Ltd",2001:500:f1::,2001:500:f1:ffff:ffff:ffff:ffff:ffff,48
"AS21775 Afilias Canada, Corp.",2001:500:100::,2001:500:100:ffff:ffff:ffff:ffff:ffff,48
"AS21775 Afilias Canada, Corp.",2001:500:101::,2001:500:101:ffff:ffff:ffff:ffff:ffff,48
"AS21775 Afilias Canada, Corp.",2001:500:102::,2001:500:102:ffff:ffff:ffff:ffff:ffff,48
"AS21775 Afilias Canada, Corp.",2001:500:103::,2001:500:103:ffff:ffff:ffff:ffff:ffff,48
"AS21775 Afilias Canada, Corp.",2001:500:104::,2001:500:104:ffff:ffff:ffff:ffff:ffff,48
"AS21775 Afilias Canada, Corp.",2001:500:105::,2001:500:105:ffff:ffff:ffff:ffff:ffff,48
"AS21775 Afilias Canada, Corp.",2001:500:106::,2001:500:107:ffff:ffff:ffff:ffff:ffff,47
"AS21775 Afilias Canada, Corp.",2001:500:108::,2001:500:108:ffff:ffff:ffff:ffff:ffff,48
"AS21775 Afilias Canada, Corp.",2001:500:109::,2001:500:109:ffff:ffff:ffff:ffff:ffff,48
"AS10745 ARIN Operations",2001:500:110::,2001:500:110:ffff:ffff:ffff:ffff:ffff,48
"AS36618 VeriSign Global Registry Services",2001:500:120::,2001:500:120:ffff:ffff:ffff:ffff:ffff,48
"AS36617 VeriSign Global Registry Services",2001:500:121::,2001:500:121:ffff:ffff:ffff:ffff:ffff,48
"AS36616 VeriSign Global Registry Services",2001:500:122::,2001:500:122:ffff:ffff:ffff:ffff:ffff,48
"AS36618 VeriSign Global Registry Services",2001:500:123::,2001:500:123:ffff:ffff:ffff:ffff:ffff,48
"AS36618 VeriSign Global Registry Services",2001:500:124::,2001:500:124:ffff:ffff:ffff:ffff:ffff,48
